,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
3323,3323,-0.30943755475556434,-0.3,1,393.0,534.0,0.0,-927.0,0,0.6105725847722483,0.0
3324,3324,0.5100917381410051,0.5,0,448.0,855.0,0.0,207.0,1,0.17757483256883855,0.0
3325,3325,0.9923575138057887,1.0,0,362.0,849.0,0.0,179.0,1,0.004766029343349798,0.0
3326,3326,-0.9233951574113473,-0.9,1,469.0,923.0,1.0,238.0,1,0.0032971468759007694,0.0
3327,3327,0.2020694155879199,0.2,0,262.0,693.0,0.0,265.0,1,0.08918306047722524,0.0
3328,3328,0.3480997094475824,0.3,0,260.0,818.0,0.0,212.0,1,0.8377029287986744,0.0
3329,3329,-0.783826797172164,-0.8,1,455.0,551.0,0.0,-1006.0,0,0.8244713923158365,0.0
3330,3330,-0.10677082346843014,-0.1,1,401.0,602.0,0.0,487.0,0,0.20632010442977455,0.0
3331,3331,0.9061845721112334,0.9,0,333.0,859.0,0.0,268.0,1,0.3823317942572403,0.0
3332,3332,0.5867678342510374,0.6,0,282.0,591.0,0.0,-873.0,1,0.3627292413130748,0.0
3333,3333,0.3246040751967205,0.3,0,461.0,631.0,0.0,-1092.0,1,0.4981915297687637,0.0
3334,3334,-0.2173744740509691,-0.2,1,480.0,547.0,1.0,1693.0,1,0.0032288600344503315,0.0
3335,3335,-0.8447439107498116,-0.8,1,413.0,976.0,0.0,-1389.0,0,0.78922084981397,0.0
3336,3336,0.5356063153211976,0.5,0,357.0,875.0,0.0,228.0,1,0.4212731887070378,0.0
3337,3337,0.6841125408343016,0.7,0,361.0,717.0,0.0,242.0,1,0.6487410692308835,0.0
3338,3338,0.7838972965300097,0.8,0,413.0,857.0,0.0,80.0,1,0.8473387531071733,0.0
3339,3339,-0.7020627591865913,-0.7,1,291.0,649.0,0.0,-940.0,0,0.23141514466128554,0.0
3340,3340,-0.22505388708900087,-0.2,1,463.0,940.0,0.0,-1393.0,0,0.6792165255906574,0.0
3341,3341,0.6382900493467456,0.6,0,303.0,507.0,0.0,-800.0,1,0.5493637237285276,0.0
3342,3342,-0.5985785323441148,-0.6,1,298.0,581.0,1.0,461.0,1,0.21311586839713437,0.0
3343,3343,-0.21643511874950705,-0.2,1,473.0,886.0,0.0,-1339.0,0,0.5705300615458684,0.0
3344,3344,0.20194888784546317,0.2,0,411.0,797.0,0.0,462.0,1,0.656039607412776,0.0
3345,3345,0.210012379920554,0.2,0,362.0,622.0,0.0,-974.0,1,0.707752314984576,0.0
3346,3346,-0.20844593321970772,-0.2,1,256.0,971.0,1.0,443.0,1,0.17323214709440904,0.0
3347,3347,0.7859763612937416,0.8,0,441.0,565.0,0.0,204.0,1,0.10183215629820641,0.0
3348,3348,0.10101693285114899,0.1,0,358.0,650.0,0.0,252.0,1,0.765857193077218,0.0
3349,3349,0.2497536025285645,0.2,0,425.0,949.0,0.0,156.0,1,0.2636544732258407,0.0
3350,3350,-0.6734669376303026,-0.7,1,287.0,747.0,1.0,236.0,1,0.7241608045060294,0.0
3351,3351,-0.8804793030938203,-0.9,1,497.0,988.0,0.0,-1485.0,0,0.7935048880694323,0.0
3352,3352,-0.5005329197092143,-0.5,1,308.0,841.0,1.0,201.0,1,0.48475576797875974,0.0
